,Id,Vistas,likes,Comentarios,C_id,Data,Título,C_data,C_Título,País,C_vistas,Subscriptores,No Videos,Titulo,Status,Categoria,Duracao,Data_tendencia
0,Gj1LwsjHBcQ,884424.0,96151.0,260.0,UC63iwP6BtIjxB6xn1GKR6Lw,2022-09-08 19:45:33+00:00,,2015-01-30 00:13:30+00:00,Emilly Vick,BR,986194410,2880000.0,154,FUI EXPULSA DA LOJA PELO SEGURANÇA *deu muito ruim*,0,Science & Technology,27.0,
1,NBPk2JA9NRE,879906.0,161515.0,5321.0,UCiIZY89KwQkxAW-4Le7U7zg,2022-09-13 21:10:17+00:00,,2011-01-18 00:36:12+00:00,viniccius13,BR,872438573,5850000.0,505,A Forja do Golem Gigante - Minecraft Em busca da casa automática #343,1,Gaming,2104.0,2022-09-15 00:00:00+00:00
2,-hsugN7exHg,475631.0,36581.0,36.0,UCjaxmdb_gTWbz9XF5rzvgGg,2022-09-13 21:28:00+00:00,,2017-02-12 23:54:17+00:00,Natan por Aí,BR,2738305091,5080000.0,891,"UMA BALA, UM MORTAL! #shorts",0,Entertainment,34.0,
3,DqgK4llE1cw,475929.0,106448.0,4314.0,UC8CX0LD98EDXl4UYX1MDCXg,2022-08-22 13:00:13+00:00,Fire Again ft. Ashnikko // Official Music Video // VALORANT Champions 2022,2020-01-31 04:50:39.775767+00:00,VALORANT,US,226527323,1690000.0,107,,1,Gaming,209.0,2022-08-23 00:00:00+00:00
4,NAyL32Eh_hk,21676.0,2645.0,380.0,UCpcHFJwDFlrnbCw3yD-4Wzg,2022-08-29 13:15:11+00:00,MAVİ OYUNCAK PEŞİMİZE DÜŞTÜ | RAİNBOW FRİENDS YENİ | HAN KANAL KÜBRA NİSA,2013-10-29 14:09:43+00:00,Han Kanal,US,1925956665,2280000.0,3836,,0,Gaming,1761.0,
5,C_IEyirfj6M,21679.0,6046.0,108.0,UCZRz1x875YmSEDjkmREKMtQ,2022-09-02 14:57:07+00:00,,2016-09-12 15:24:00+00:00,Akatu Oficial,BR,161881731,253000.0,48,Akatu  - Chega de Fingir -  DVD Degrauzinho por Degrauzinho,1,Music,171.0,2022-09-04 00:00:00+00:00
6,HjNl6mwE_HM,350528.0,47360.0,1450.0,UC5mZsx_OVnc4XmG9rWU2p3A,2022-09-16 22:30:49+00:00,,2012-01-16 03:27:00+00:00,T3ddy,BR,2603588578,15300000.0,1729,Fizeram um app falso sobre mim e eu ainda testei,0,People & Blogs,818.0,
7,Ygu8PgEZQA4,351163.0,11532.0,57.0,UCvp2rct896qzl9qaG20mjNg,2022-09-13 21:15:01+00:00,,2016-10-06 22:02:42+00:00,GamerCosta,BR,299662608,658000.0,756,SOBREVIVENDO 103 ANOS COMO JAKE DO SUBWAY SURFERS NO GTA 5,1,Gaming,764.0,2022-09-15 00:00:00+00:00
8,aanArC3Z1m0,34948.0,3804.0,343.0,UC9mdw2mmn49ZuqGOpSri7Fw,2022-08-30 11:25:24+00:00,Leo Dias entrevista Naiara Azevedo,2015-08-24 20:28:54+00:00,Metrópoles,BR,319731402,1460000.0,10705,,0,Entertainment,4198.0,
9,ItxcFUN6FiU,34956.0,3396.0,311.0,UCuBwNHXUJY7wg1qcJdq08Yg,2022-09-10 20:01:44+00:00,,2011-07-06 17:29:34+00:00,Ubisoft Brasil,BR,308165329,1530000.0,5358,Ubisoft Forward | Assassin&#39;s Creed Mirage,1,Gaming,226.0,2022-09-11 00:00:00+00:00
10,KTPVRcOhZzg,217982.0,2437.0,296.0,UCz8K1occVvDTYDfFo7N5EZw,2022-08-27 01:11:59+00:00,"Verdict Reached: FL v. Trevor Summers - Dad On Trial For Kidnapping, Attempted Murder Of Mom Day 4",2015-08-28 17:26:16+00:00,Law&Crime Network,US,1659812136,3700000.0,13665,,0,Entertainment,39606.0,
11,fmkZR8G9GB8,218014.0,50473.0,1022.0,UCGFNp4Pialo9wjT9Bo8wECA,2022-09-09 14:00:50+00:00,,2016-12-29 13:38:05+00:00,FutParódias,BR,3815647003,9410000.0,650,♫ PALMEIRAS ELIMINADO! 🤣 FLAMENGO E ATHLETICO NA FINAL DA LIBERTA! | Paródia Bandido - Zé Felipe,1,Sports,144.0,2022-09-10 00:00:00+00:00
12,SvCPXSPpCDQ,861071.0,37208.0,1056.0,UCtKhsYpZ1LsgLvl7u7Ky5AQ,2022-09-09 02:58:10+00:00,,2016-10-24 12:26:59+00:00,Ligados Plus,BR,170707527,1650000.0,630,TRICOLOR NA FINAL DA SULA | São Paulo 2 (4 x 2) 0 Atlético-GO | Melhores Momentos + Pênaltis | HD,0,Howto & Style,490.0,
13,LYvz5nFKcYY,862074.0,10359.0,989.0,UC4sFJvWwapBhZXUWPmgorBw,2022-09-01 23:59:57+00:00,,2014-09-24 19:01:09+00:00,Filtr Brasil,BR,497652456,1670000.0,938,"Priscilla Alcantara, Vitor Kley - Tudo Pah (Casa Filtr)",1,Music,162.0,2022-09-03 00:00:00+00:00
14,A4YNwDMo_I8,16564.0,3289.0,230.0,UCEBQbIE5JTM78eT1GcEu_kA,2022-09-02 08:15:10+00:00,,2013-03-29 00:39:30+00:00,Canal do TF - Tudo sobre o Glorioso,BR,76051470,182000.0,3028,SETEMBRO DECISIVO PARA O BOTAFOGO! HORA DA ARRANCADA | TIQUINHO SOARES É A ESPERANÇA DO GLORIOSO!,0,Sports,508.0,
15,GWYqzuNNHYY,16576.0,5556.0,433.0,UCSfAbClTO0-Rb3852P4yyDQ,2022-08-22 15:00:07+00:00,"Sandy, Vitor Kley - Nós, Voz, Eles 2 - Episódio: Tudo Teu",2009-05-12 05:29:16+00:00,SandyVEVO,,340495007,482000.0,51,,1,Music,984.0,2022-08-23 00:00:00+00:00
16,suTmB_Zx3zs,149455.0,12177.0,5103.0,UCthbIFAxbXTTQEC7EcQvP1Q,2022-09-09 19:27:23+00:00,,2007-07-07 01:38:53+00:00,BBC News Brasil,BR,700358468,3020000.0,6019,Eleitores de Bolsonaro falam sobre governo e corrupção,0,News & Politics,686.0,
17,GQFIV3u-dTU,149454.0,17058.0,601.0,UCGBIIPnw0AYM3BFsmTsjeAw,2022-09-05 21:00:16+00:00,,2014-05-21 15:35:39+00:00,Acelerados,BR,400317578,1740000.0,2243,O LENDÁRIO TOYOTA SUPRA NO VELOCITTA! Rubinho acelera os 387 cv da nova geração do icônico JDM! #281,1,Autos & Vehicles,699.0,2022-09-07 00:00:00+00:00
18,6hvDax7EbTA,131800.0,13705.0,496.0,UCvft5hNFTEUsRPmMN2rWYRA,2022-09-02 20:18:39+00:00,,2006-11-21 02:26:19+00:00,Paparazzo Rubro-Negro,BR,421920648,1290000.0,4333,"MARTELO BATIDO! GABI E MAIA FORA! NOVO HIT É DORIVRAU! SAI LÁZARO,  ENTRA M. FRANÇA! É O PEDRO IBRA!",0,Sports,1718.0,
19,nyGLIlWzPWU,131813.0,19424.0,341.0,UC3-dfVmlcFoeW_eJ_4jP3gw,2022-09-02 01:18:28+00:00,,2014-05-03 07:38:57+00:00,O Meu Canal de Games,BR,160457420,738000.0,2185,"GOD OF WAR RAGNAROK: NOVO GAMEPLAY OFICIAL, NOVA ARTE &amp; DETALHES PELA GAME INFORMER",1,Gaming,739.0,2022-09-03 00:00:00+00:00
20,ZYozHzFRaV4,49884.0,5.0,0.0,UCBY16QLJLEUEjwzc-V09tKg,2022-08-26 22:12:09+00:00,Marilene agora tem carteira assinada,2017-05-15 18:32:39+00:00,Zema 30,BR,60582,3000.0,58,,0,News & Politics,36.0,
21,O0TiygAvudU,49886.0,5467.0,219.0,UC-UhNY-nJD8ojHnjlAZ33lg,2022-09-03 13:00:09+00:00,,2020-12-08 15:16:23.092645+00:00,Toque Dez Oficial,BR,64284076,250000.0,35,Toque Dez - Folha Assinada feat. @Unha Pintada Oficial  (Clipe Oficial),1,Music,214.0,2022-09-05 00:00:00+00:00
22,BtCwtuc63Hw,123095.0,672.0,2102.0,UCBi2mrWuNuyYy4gbM6fU18Q,2022-08-25 23:56:56+00:00,Explaining Biden&#39;s student loan forgiveness policy,2006-08-07 23:12:21+00:00,ABC News,US,11664711695,13400000.0,71785,,0,Pets & Animals,130.0,
23,jjRKtto2nrU,123080.0,7811.0,419.0,UC2EWGw-KBjEReUbXMJEiaCA,2022-09-14 08:03:00+00:00,,2015-10-16 21:40:41+00:00,MasterChef Brasil,BR,3320394662,4700000.0,2488,ESTREIA MASTERCHEF PROFISSIONAIS (13/09/2022) | PARTE 4 | EP 01 | TEMP 04,1,Entertainment,1224.0,2022-09-16 00:00:00+00:00
24,Cvi7-LXwUJA,108331.0,14115.0,126.0,UC9eXFedzizQtlY5snZ-IFkg,2022-08-26 21:00:13+00:00,VISITAMOS O MAIOR SHOPPING DO ESTADO! ELE TEM UMA MOTANHA RUSSA DENTRO,2017-11-27 03:16:17+00:00,Sunaika Bruna,BR,283048602,3110000.0,378,,0,Entertainment,929.0,
25,vGOJIa7hp38,108319.0,11053.0,573.0,UCfjIvAnnzVMa3xSVQX2UfhQ,2022-09-11 13:00:35+00:00,,2021-01-25 21:24:26.214379+00:00,Kodak,,92899952,474000.0,1528,"UPDATE 17.3 DO BLOX FRUITS!! NOVA FRUTA LEOPARD, RAÇAS E VARIOS MISTERIOS DO MELHOR UPDATE!!",1,Gaming,834.0,2022-09-12 00:00:00+00:00
26,7fwLIOoZ_eo,421577.0,18185.0,4008.0,UCQANb2YPwAtK-IQJrLaaUFw,2022-08-20 22:51:34+00:00,Herschel Walker makes dumbest mistake possible when asked about debate,2011-10-16 09:36:18+00:00,Brian Tyler Cohen,US,953571222,1400000.0,1714,,0,News & Politics,483.0,
27,C_P-1Tl2ofI,421342.0,39471.0,4370.0,UC607Gii1uo93qDqiGR6-c3w,2022-09-15 21:00:10+00:00,,2010-10-27 17:44:55+00:00,Mussoumano,BR,1570288331,10400000.0,441,Pou Vs. Mussoumano - Batalha com Games,1,Music,167.0,2022-09-17 00:00:00+00:00
28,IDhnQvz3-FI,2868693.0,33.0,3.0,UCwVzFkXszeP__iWXNV2EjhA,2022-09-12 01:28:57+00:00,,2006-05-09 20:51:41+00:00,bradesco,BR,5788855566,4230000.0,732,Cirque du Soleil | Bradesco,0,Entertainment,33.0,
29,514Ls3GJBTc,2862815.0,176155.0,6380.0,UCw5-xj3AKqEizC7MvHaIPqA,2022-08-21 20:43:07+00:00,"MBAPPÉ FAZ HAT-TRICK, NEYMAR MARCA DOIS, E PSG ENFIA 7 A 1 NO LILLE PELO FRANCÊS",2012-01-04 20:13:45+00:00,ESPN Brasil,BR,1967131640,4340000.0,20857,,1,Sports,480.0,2022-08-23 00:00:00+00:00
30,M2o0saRxMBE,239949.0,4344.0,217.0,UCmvu3U0Oo56qK01k40LKvBw,2022-08-28 21:00:45+00:00,ESSA BOLA NÃO ENTRAVA NEM COM REZA | F3RN4NDO M1GU3L FEZ PARTIDA ÉPICA E L340 VENCE NO MORUMBI,2016-07-30 00:17:31+00:00,Clube Ligados,BR,6024244,161000.0,194,,0,,,
31,oK41YZUXfmI,239910.0,13328.0,650.0,UCv-Nx8pSfG_LxbViMz14RWQ,2022-09-09 03:18:14+00:00,,2015-11-23 13:13:54+00:00,Jovem Pan Esportes,BR,1840843148,3570000.0,14932,"&quot;Gente, o São Paulo está numa FINAL INTERNACIONAL e isso...&quot; Mauro Cezar FALA A REAL!",1,Sports,699.0,2022-09-10 00:00:00+00:00
32,AA7-MTpha98,304571.0,267.0,18.0,UC4zWG9LccdWGUlF77LZ8toA,2022-09-11 03:24:15+00:00,,2016-10-03 08:40:51+00:00,Prime Video India,US,6234937517,8930000.0,4494,"Sita Ramam - Watch Now In Malayalam | Dulquer Salmaan, Mrunal Thakur, Rashmika Mandanna",0,Entertainment,30.0,
33,4pRwtFMR7sA,304487.0,17157.0,733.0,UCv-Nx8pSfG_LxbViMz14RWQ,2022-09-15 04:13:12+00:00,,2015-11-23 13:13:54+00:00,Jovem Pan Esportes,BR,1854893184,3580000.0,14985,"&quot;ISSO É RARÍSSIMO! Cara, o Flamengo ALCANÇOU A FAÇANHA de...&quot; OLHA o que IMPRESSIONOU no Mengão!",1,Sports,1425.0,2022-09-16 00:00:00+00:00
34,fw90jEFAe3M,1247639.0,405217.0,312852.0,UCVNouUw3d3l5JYVCxhAQXKA,2022-08-30 20:58:09+00:00,,2016-04-10 15:40:32+00:00,Bispo Bruno Leonardo,BR,1991926077,12200000.0,3550,ORAÇÃO DA NOITE-30 DE AGOSTO,0,,1743.0,
35,Hd7Ck6RfCRU,1247916.0,51456.0,1893.0,UCgCKagVhzGnZcuP9bSMgMCg,2022-08-28 23:11:03+00:00,BOTAFOGO 0 X 1 FLAMENGO | MELHORES MOMENTOS | 24ª RODADA BRASILEIRÃO 2022 | ge.globo,2020-08-04 19:53:16.054503+00:00,ge,BR,1202841554,2720000.0,5882,,1,Sports,159.0,2022-08-29 00:00:00+00:00
36,AyFA_oC3FQo,83495.0,2643.0,2168.0,UCVFbXI6Gu8U2f9Gjtxw4A-Q,2022-09-02 00:44:49+00:00,,2006-03-19 15:34:42+00:00,UOL,BR,1440316558,2550000.0,34258,"Datafolha: Lula tem 45%, seguido por Bolsonaro (32%), Ciro (9%) e Tebet (5%)",0,News & Politics,238.0,
37,S6gEpbQTjkI,83499.0,24165.0,442.0,UCEWHPFNilsT0IfQfutVzsag,2022-08-22 14:00:21+00:00,O MOMENTO CERTO,2012-03-12 04:30:27+00:00,Porta dos Fundos,BR,7280337382,17400000.0,1970,,1,Entertainment,178.0,2022-08-23 00:00:00+00:00
38,CBb1oyNzmpM,181277.0,30562.0,143.0,UCyEHckavb7hMh5f8j4WEiIg,2022-09-15 20:00:13+00:00,,2019-04-06 00:31:04+00:00,Reversão,BR,76156422,1390000.0,102,REVERSÃO VS 4 GOLEIROS. SERÁ QUE ROLOU GOL!?,0,Sports,487.0,
39,vuGzHMwYoFg,181324.0,45967.0,1956.0,UCQk4YEXbOBjRLn5XlFyrhaA,2022-09-10 00:05:49+00:00,,2013-07-25 01:02:10+00:00,Diggo,BR,245449295,1700000.0,326,"sim, eu conheci o goularte",1,Entertainment,1037.0,2022-09-11 00:00:00+00:00
40,7Fw0Ub_AEpI,321387.0,56873.0,144.0,UC4H7yc6b2Hz-3Iv4nXuzCKQ,2022-09-14 21:43:00+00:00,,2011-10-05 22:15:56+00:00,Almanaque SOS,BR,802302993,1210000.0,534,TESTE: Coco Caramelizado na Airfryer #shorts,0,Entertainment,57.0,
41,a2UOzjkGEVs,321331.0,18353.0,1434.0,UCv-Nx8pSfG_LxbViMz14RWQ,2022-08-19 02:44:42+00:00,"&quot;O São Paulo VAI ENFRENTAR o Flamengo, e A REALIDADE desse confronto é que...&quot; Mauro Cezar ANALISA!",2015-11-23 13:13:54+00:00,Jovem Pan Esportes,BR,1775585719,3510000.0,14715,,1,Sports,651.0,2022-08-21 00:00:00+00:00
42,Bx_IfsfrfBQ,168055.0,25618.0,1067.0,UC1gaUzbtmN3avX_JGP9Udaw,2022-09-15 05:01:09+00:00,,2021-02-02 06:02:57.192215+00:00,Canal Rivalidade FC,BR,16213806,167000.0,328,React Flamengo 1x0 São Paulo | Melhores momentos | semifinal Copa do Brasil,0,Sports,808.0,
43,MrL6IHwvJXc,167988.0,16115.0,592.0,UC5M5wBjrjPdnIUX0YDh2NYQ,2022-09-17 00:34:01+00:00,,2021-11-10 20:47:15.157222+00:00,Cortes RonaldoTV [OFICIAL],BR,16250447,184000.0,211,FENÔMENO SE REVOLTA COM R4C1SM0 CONTRA VINI JR,1,People & Blogs,345.0,2022-09-18 00:00:00+00:00
44,mAgaz7lQYP0,466139.0,105394.0,819.0,UCGPCO1PVeWZ-egT6F2wKnaw,2022-09-14 21:26:42+00:00,,2016-05-04 03:48:50+00:00,O Victor Magalhães,BR,1672658714,2920000.0,711,A VÓ MOTORISTA (O.O) #vó #motorista #perigo #shorts,0,Entertainment,60.0,
45,M62X3NSimE8,465989.0,7403.0,540.0,UCFHE5FRBeksxt7YoFPGeKPw,2022-09-02 02:59:08+00:00,,2019-08-05 21:37:30+00:00,CONMEBOL Sudamericana,BR,20585282,92700.0,681,ATLÉTICO GOIANIENSE 3 X 1 SÃO PAULO | MELHORES MOMENTOS | CONMEBOL SUDAMERICANA 2022,1,Sports,124.0,2022-09-03 00:00:00+00:00
46,g8izGniJ_r0,1294848.0,436627.0,365974.0,UCVNouUw3d3l5JYVCxhAQXKA,2022-09-09 07:58:13+00:00,,2016-04-10 15:40:32+00:00,Bispo Bruno Leonardo,BR,2032987473,12300000.0,3586,ORAÇÃO DO DIA-09 DE SETEMBRO,0,,866.0,
47,qbBoxzFXC04,1287505.0,77212.0,1586.0,UCs-6sCz2LJm1PrWQN4ErsPw,2022-09-06 21:30:22+00:00,,2009-10-30 00:30:39+00:00,TNT Sports Brasil,BR,2382481640,9150000.0,9926,HAALAND FAZ DOIS E CITY ATROPELA O SEVILLA! SEVILLA 0X4 MANCHESTER CITY | CHAMPIONS LEAGUE 2022/23,1,Sports,291.0,2022-09-07 00:00:00+00:00
48,BmR-IL-yHHs,692818.0,84311.0,513.0,UCDit-dp02_yDsn-zDxm7W4A,2022-08-28 22:19:02+00:00,WHEN YOU SAY THE D WORD,2022-01-23 20:56:19.362394+00:00,Jooj Natu ENG,US,2509533071,4630000.0,212,,0,Entertainment,35.0,
49,F7g1pv5_I3I,693443.0,27601.0,2274.0,UCgCKagVhzGnZcuP9bSMgMCg,2022-09-11 21:21:42+00:00,,2020-08-04 19:53:16.054503+00:00,ge,BR,1227579094,2760000.0,6027,SÃO PAULO 1 X 1 CORINTHIANS | MELHORES MOMENTOS | 26ª RODADA BRASILEIRÃO 2022 | ge.globo,1,Sports,217.0,2022-09-13 00:00:00+00:00
50,YJ2GRwgVzDA,218986.0,16362.0,425.0,UCRuy5PigeeBuecKnwqhM4yg,2022-08-25 23:37:53+00:00,Boa noite 247 - Lula no JN: uma noite decisiva,2015-06-28 20:06:51+00:00,TV 247,BR,464665158,945000.0,22108,,0,News & Politics,7180.0,
51,7bEQv1uf5v0,218923.0,33635.0,1860.0,UCnyB9MYKRkSFK3IIB32CoVw,2022-08-22 19:00:04+00:00,Demi Lovato - 29 (Official Live Performance) | Vevo,2009-05-12 05:27:44+00:00,DemiLovatoVEVO,,5553861258,11200000.0,204,,1,Music,165.0,2022-08-23 00:00:00+00:00
52,jG2fNH02NhQ,204628.0,19927.0,641.0,UCLdQc5zUbFpM4Y0iKfESDTA,2022-09-04 11:00:21+00:00,,2019-09-05 21:54:44+00:00,Shulkercraft,US,320244043,1670000.0,257,I Built a WORKING Chocolate Factory in Minecraft Survival,0,Gaming,621.0,
53,8KSGjJmfUZQ,204633.0,63764.0,795.0,UCV306eHqgo0LvBf3Mh36AHg,2022-08-26 13:00:05+00:00,PROVANDO SALGADOS APIMENTADOS DO MÉXICO,2006-05-16 06:56:06+00:00,Felipe Neto,BR,15556302727,44400000.0,3539,,1,Entertainment,1079.0,2022-08-27 00:00:00+00:00
54,C5T7FQnKvI0,303394.0,60831.0,1798.0,UC5mZsx_OVnc4XmG9rWU2p3A,2022-08-19 22:30:01+00:00,E se eu lançar um desse?,2012-01-16 03:27:00+00:00,T3ddy,BR,2547338286,15200000.0,1709,,0,People & Blogs,1041.0,
55,zBS93DrexD4,303476.0,14567.0,889.0,UCw5-xj3AKqEizC7MvHaIPqA,2022-09-02 20:27:03+00:00,,2012-01-04 20:13:45+00:00,ESPN Brasil,BR,2028396486,4400000.0,21193,"DAVID NERES FAZ GOLAÇO, BENFICA VIRA NOS ACRÉSCIMOS E VENCE O VIZELA | Melhores Momentos",1,Sports,302.0,2022-09-03 00:00:00+00:00
56,ZeKVwjVeTJg,266579.0,13051.0,33.0,UC5DZBjR6W561Txc_vrRWTow,2022-09-05 21:41:24+00:00,,2007-12-06 13:53:41+00:00,Familia Parafuso Solto,BR,1857418500,4610000.0,641,Indo na cozinha de madrugada 🪳😬🪳,0,Entertainment,18.0,
57,TxO2JjAZr1M,266547.0,18788.0,500.0,UCrcBZDofBltcgGxphNia2tw,2022-08-25 13:02:54+00:00,Você Consegue Descobrir Esse Truque De Mágica?,2021-08-30 14:50:24.766100+00:00,Problems,BR,1098367947,2640000.0,327,,1,Music,1046.0,2022-08-26 00:00:00+00:00
58,jzyIpU4OlZE,4056820.0,2407.0,350.0,UCvO2BExvkAbGMsTGnEnI_Ng,2022-09-08 19:06:08+00:00,,2018-06-05 13:48:12+00:00,Lula,BR,99329727,564000.0,1229,NÃO ACREDITE EM FANTASMAS,0,News & Politics,31.0,
59,Y6XBzi19-yc,4883986.0,223671.0,16700.0,UCRI7hheejBbWS6etTNwMT0g,2022-08-26 00:00:22+00:00,Anuel AA - Mercedes Tintea,2016-09-08 22:18:13+00:00,Anuel AA,CO,11733118600,22500000.0,93,,1,Music,193.0,2022-08-27 00:00:00+00:00
60,Zb5hhw3GpTw,392708.0,25412.0,111.0,UCP391YRAjSOdM_bwievgaZA,2022-08-19 13:12:57+00:00,JORNAL DA MANHÃ - 19/08/2022,2011-12-01 12:01:43+00:00,Jovem Pan News,BR,2282664446,5370000.0,87990,,0,News & Politics,14605.0,
61,cn12w7uSDSQ,392201.0,15052.0,932.0,UCI0HqzcZrcwDiS--ZJhqU9Q,2022-09-08 23:45:42+00:00,,2019-02-16 02:17:47+00:00,LipeBlox,BR,29631848,229000.0,266,FIZ TUDO QUE OS MONSTROS DE RAINBOW FRIENDS MANDARAM!!,1,Gaming,1305.0,2022-09-10 00:00:00+00:00
62,oGZ70WrzM2g,486196.0,37146.0,1494.0,UCf_T5AbGirYAt0-90x7NM1Q,2022-08-31 01:30:08+00:00,,2016-04-18 16:16:19+00:00,TV ZYN,BR,1869678597,4840000.0,3719,"Poliana Moça | Capítulo 117 - 30/08/22 , completo",0,Entertainment,1461.0,
63,DNmBX4Hbv3w,485658.0,28183.0,347.0,UCrcBZDofBltcgGxphNia2tw,2022-09-15 13:00:15+00:00,,2021-08-30 14:50:24.766100+00:00,Problems,BR,1165281214,2740000.0,349,101 Formas de Morrer no Minecraft,1,Gaming,1044.0,2022-09-16 00:00:00+00:00
64,cRbw-prbPgU,224981.0,57900.0,3770.0,UChPa3fnlI3RKuzEbeEPKRFw,2022-08-19 22:04:58+00:00,BEBENDO 1 LITRO DE ÁLCOOL #desafio,2009-03-26 22:02:20+00:00,Everson Zoio,BR,990945863,12900000.0,588,,0,,,
65,Tx3WHu4P0_g,224839.0,39562.0,924.0,UCuxfOdbKQy0tgGXcm9sjHiw,2022-08-19 23:30:40+00:00,VOCÊS VENCERAM! - Meu Setup Novo!,2009-11-05 13:23:43+00:00,Coisa de Nerd,BR,3422054370,11000000.0,1964,,1,Science & Technology,744.0,2022-08-20 00:00:00+00:00
66,Kfmfu6G9ElY,286566.0,4480.0,22.0,UCF453hXTROcm9CfCERYUjtQ,2022-08-25 00:46:47+00:00,"🔴 Fluminense x Corinthians - Copa do Brasil - 24/08/2022 - Ulisses Costa, Claudio Zaidan e Ronaldo",2016-07-15 19:12:04+00:00,Rádio Bandeirantes,BR,310911046,1250000.0,33877,,0,Sports,12715.0,
67,HCl7SeElr9Q,286556.0,20422.0,916.0,UCn26TbctVxc6mUTeSZ60_iw,2022-08-23 21:00:23+00:00,INÍCIO DA CREATIVE SQUAD 3: EU TENHO 24 HORAS PARA FUGIR DE 10 PESSOAS,2018-07-15 23:29:34+00:00,MucaHD,BR,31921577,405000.0,342,,1,Gaming,682.0,2022-08-25 00:00:00+00:00
68,PhQECEKGpO4,57257.0,3413.0,93.0,UCtFL4emnfs3GZw_INeQNjmg,2022-09-01 21:00:07+00:00,,2021-09-07 06:02:42.834299+00:00,Resumindo Filmes,BR,55727368,307000.0,113,Um Perdedor Aprende Uma Habilidade Especial e Finaliza um Faixa Preta Apenas Com Um Dedo - RECAP,0,Entertainment,776.0,
69,PH-OuHT-qnA,57243.0,1235.0,221.0,UCmYuiV9wAR3i8p19Ygc7izg,2022-09-08 18:41:31+00:00,,2006-03-01 16:16:04+00:00,Folha de S.Paulo,BR,174881773,745000.0,4194,BBC de Londres anuncia morte da rainha Elizabeth 2ª,1,News & Politics,26.0,2022-09-09 00:00:00+00:00
70,ZnHPuGZ6wlg,81219.0,262.0,21.0,UC3KHYFWeB0WimMBfm3NEahQ,2022-08-25 02:37:44+00:00,São Paulo 1 x 3 Flamengo - Gols - 24/08 - Copa do Brasil 2022,2014-09-06 19:31:27+00:00,UOL Esporte,BR,296733840,702000.0,14733,,0,Sports,181.0,
71,C9QhVFpTU6Y,81238.0,4316.0,101.0,UCt6iLNEJT6v9VHm9hQ04W6g,2022-09-04 18:45:00+00:00,,2006-12-26 00:54:37+00:00,Discovery Brasil,BR,866963643,3540000.0,2440,Policial sul-africana é presa por narcotráfico | Aeroporto - Área Restrita | Discovery Brasil,1,Entertainment,605.0,2022-09-06 00:00:00+00:00
72,4ZgKSXirLIU,188165.0,5595.0,400.0,UCGIY_O-8vW4rfX98KlMkvRg,2022-08-26 17:37:52+00:00,Nintendo Treehouse: Live | August 2022 - Splatoon 3 Single-player Showcase,2005-12-27 13:18:56+00:00,Nintendo,US,3038662724,8620000.0,5821,,0,Gaming,1348.0,
73,iXvQ0CBveEc,188185.0,15411.0,395.0,UCn26TbctVxc6mUTeSZ60_iw,2022-08-28 00:14:25+00:00,EU ROUBEI MEU AMIGO INICIANTE da CREATIVE SQUAD 3,2018-07-15 23:29:34+00:00,MucaHD,BR,32632835,413000.0,343,,1,Gaming,760.0,2022-08-29 00:00:00+00:00
74,8QM_g2UXPb4,541497.0,48537.0,1732.0,UCf_T5AbGirYAt0-90x7NM1Q,2022-09-14 01:45:01+00:00,,2016-04-18 16:16:19+00:00,TV ZYN,BR,1913000737,4880000.0,3803,"Poliana Moça | Capítulo 127 - 13/09/22 , completo",0,Entertainment,2392.0,
75,j3qxF6pwINM,541430.0,35795.0,55.0,UCOaQsQIByJYHyETtw48l_Vw,2022-08-28 18:47:06+00:00,LBFF 8 - Rodada 11 - Grupos A e C | Free Fire,2021-10-07 14:30:36.395044+00:00,Free Fire Esports Brasil #LBFF,BR,61663628,884000.0,222,,1,Gaming,8108.0,2022-08-29 00:00:00+00:00
76,npwUQcRdFtU,1220432.0,113494.0,1263.0,UCevxt57PphYPFJXU8G7nP-Q,2022-09-13 20:45:01+00:00,,2022-06-08 00:48:36.151928+00:00,Rafinha Na Telinha,BR,70528185,285000.0,101,A diretora malvada PARTE 2 ( #shorts ) - Rafinha Na Telinha,0,Entertainment,61.0,
77,3mMZmQOuzko,1213594.0,78775.0,1790.0,UCw5-xj3AKqEizC7MvHaIPqA,2022-08-20 22:07:15+00:00,"VINI JR. HUMILHA, MODRIC FAZ GOLAÇO, E REAL GOLEIA O CELTA NO PRIMEIRO JOGO SEM CASEMIRO",2012-01-04 20:13:45+00:00,ESPN Brasil,BR,1959300872,4320000.0,20844,,1,Sports,363.0,2022-08-22 00:00:00+00:00
78,GUJCw1FZRjY,255575.0,56936.0,233.0,UCbh6_TmFnAJLI56aAQeD3qw,2022-09-14 09:22:59+00:00,,2016-02-20 14:35:35+00:00,Frei Gilson / Som do Monte - OFICIAL,BR,702919277,3290000.0,3192,SANTO ROSÁRIO / 40 DIAS COM SÃO MIGUEL / 03:50 / 31º DIA / LIVE AO VIVO,0,Music,8422.0,
79,Dggf5-EFjpc,255583.0,19914.0,759.0,UChly4JLxUacQ-LgT8yR2DgA,2022-09-14 22:32:17+00:00,,2019-08-10 22:54:37+00:00,BREN0RJ,BR,149974559,520000.0,2588,&quot;COMO DESPERTAR A RAÇA NO BLOX FRUITS&quot;,1,Gaming,613.0,2022-09-16 00:00:00+00:00
