,Id,Vistas,likes,Comentarios,C_id,Data,Título,C_data,C_Título,País,C_vistas,Subscriptores,No Videos,Titulo,Status,Categoria,Duracao,Data_tendencia
178,QV54nr0sKqg,54588.0,3653.0,124.0,UCs-6sCz2LJm1PrWQN4ErsPw,2022-08-24 21:19:15+00:00,BRASILEIRO FALHA FEIO E PSV É ELIMINADO DA CHAMPIONS LEAGUE | PSV 0X1 RANGERS | MELHORES MOMENTOS,2009-10-30 00:30:39+00:00,TNT Sports Brasil,BR,2372060962,9120000.0,9858,,0,Sports,281.0,
179,MNbW2bQxcVY,54595.0,2967.0,145.0,UCl5i1KWUAV7hdT5_tL8l6RA,2022-08-30 12:41:21+00:00,CORTEI CABELO CURTO + REAÇÃO DO ELI,2013-07-09 22:43:10+00:00,Viih Tube,BR,887375008,11000000.0,507,,1,Entertainment,681.0,2022-08-31 00:00:00+00:00
180,6lmosgi9dAI,244743.0,1232.0,0.0,UCcdwLMPsaU2ezNSJU1nFoBQ,2022-08-20 23:00:04+00:00,Baby Shark Dance and More! | Kids&#39; Favorite Songs | Compilation | Pinkfong Baby Shark,2011-12-14 04:54:24+00:00,Pinkfong Baby Shark - Kids' Songs & Stories,US,32305787599,59600000.0,2392,,0,Education,6052.0,
181,Sjz6FVhcs7c,244707.0,43531.0,4022.0,UCWmh948hhrAwDkOfkzNGAaQ,2022-09-03 21:00:06+00:00,,2014-07-07 00:11:44+00:00,IZA,BR,1313444181,4280000.0,69,IZA - TRÊS (Curta-metragem),1,Music,668.0,2022-09-05 00:00:00+00:00
182,MOGkxVsVE-k,45450.0,15178.0,900.0,UCVCYH3CK9T4SW3yuO4jNOyw,2022-09-16 02:00:11+00:00,,2020-06-15 23:06:19.492187+00:00,Padre Alex Nogueira,BR,246545219,1270000.0,2325,Novena a São Pio de Pietrelcina - 3º dia,0,People & Blogs,510.0,
183,dmIwDE8Fs30,45434.0,6627.0,364.0,UCAAPXtnzlg9krw6MtNbfR-g,2022-08-19 23:45:19+00:00,BASTIDORES - FLUMINENSE 2 X 2 FORTALEZA | VOLTA - QUARTAS DE FINAL | COPA DO BRASIL 2022,2009-10-11 18:36:13+00:00,Fluminense Football Club,BR,94877064,691000.0,4157,,1,Sports,1226.0,2022-08-20 00:00:00+00:00
184,myLo9M2NeC4,367104.0,35659.0,1915.0,UCZRg0Ycc_fUdDjslBwqBcVQ,2022-08-26 22:23:32+00:00,RENATO CARIANI ganha 170 MIL SEGUIDORES após PODCAST com BOLSONARO,2019-05-26 03:29:03+00:00,Notícias Aleatórias,BR,42883355,167000.0,1029,,0,Entertainment,169.0,
185,5hJf1tCeTUo,366950.0,12842.0,564.0,UCqRSlH24d49U9fQPlXCubDg,2022-09-01 22:14:19+00:00,,2022-01-04 10:47:28.228356+00:00,Lopers ,,322373685,1590000.0,368,O Mapa mais POPULAR e ANTIGO ja criado! (2009),1,People & Blogs,1234.0,2022-09-03 00:00:00+00:00
186,7k2PvaV91BQ,284662.0,4539.0,417.0,UCvgfXK4nTYKudb0rFR6noLA,2022-09-11 02:48:57+00:00,,2006-03-04 14:15:07+00:00,UFC - Ultimate Fighting Championship,US,5601081093,14200000.0,12514,Johnny Walker Octagon Interview | UFC 279,0,Sports,100.0,
187,l24NqSO9Qic,284665.0,63918.0,7215.0,UC0GUaQ6lVzvu0FWklbsKFhg,2022-09-09 02:56:57+00:00,,2017-05-19 21:12:21+00:00,BAROLO VÍDEOS,BR,118569420,460000.0,1074,SÃO PAULO X ATLÉTICO GO   - ME DESCULPEM PELO VÍDEO DE HOJE,1,Sports,505.0,2022-09-10 00:00:00+00:00
188,LJHfPGuWADY,55626.0,871.0,149.0,UC08mnbiC4FykqpHqbEWgFcg,2022-09-15 15:30:06+00:00,,2019-05-09 14:52:15+00:00,ESPN Deportes,US,1540986552,2550000.0,20802,Las PROBABILIDADES de Chivas ante América en el clásico son relativamente ALTAS | Futbol Picante,0,Sports,378.0,
189,7-49hazx5LE,55627.0,9671.0,365.0,UCqifkpdmE1z3VhfQoJzwpJQ,2022-09-09 22:21:11+00:00,,2011-08-02 18:15:24+00:00,Cruzeiro Esporte Clube,BR,66492459,508000.0,3985,🦊💙 BASTIDORES | CRUZEIRO 1 X 0 OPERÁRIO | CRUZEIRO CABULOSO MAIS LÍDER DO QUE NUNCA!,1,Sports,1248.0,2022-09-11 00:00:00+00:00
190,3ZxiOZXfaog,357404.0,34377.0,293.0,UCP391YRAjSOdM_bwievgaZA,2022-08-23 23:12:15+00:00,BONNER MILITA CONTRA BOLSONARO/ HANG ALVO DA PF/ DATAFOLHA CONTRARIADO - OS PINGOS NOS IS 23/08/2022,2011-12-01 12:01:43+00:00,Jovem Pan News,BR,2306025656,5420000.0,88442,,0,News & Politics,7615.0,
191,1pqKLOI1Z9A,357263.0,94381.0,2977.0,UCrDkAvwZum-UTjHmzDI2iIw,2022-08-31 12:00:01+00:00,,2010-10-04 02:50:53+00:00,officialpsy,,9897087971,17400000.0,120,PSY - &#39;That That (prod. &amp; feat. SUGA of BTS)&#39; Live Performance at PSY 흠뻑쇼 2022 (SUMMER SWAG),1,Music,189.0,2022-09-01 00:00:00+00:00
192,-uodYGUx848,873008.0,14386.0,100.0,UCv-Nx8pSfG_LxbViMz14RWQ,2022-08-25 02:47:06+00:00,São Paulo 1 x 3 Flamengo - 24/08/2022 - Copa do Brasil,2015-11-23 13:13:54+00:00,Jovem Pan Esportes,BR,1790826121,3520000.0,14767,,0,Sports,18860.0,
193,kWsY3DlLdIA,877051.0,24624.0,2281.0,UCx-KWLTKlB83hDI6UKECtJQ,2022-08-21 23:00:43+00:00,"The Last of Us, Succession, The Idol, The White Lotus &amp; More Coming To HBO Max",2019-07-03 14:47:23+00:00,HBO Max,US,691689516,1510000.0,1506,,1,Film & Animation,140.0,2022-08-23 00:00:00+00:00
194,g3P0vGvETeg,623749.0,48997.0,486.0,UC9U4nIDyIzzelXrjNQXNvxA,2022-09-06 17:55:50+00:00,,2015-02-11 12:30:07+00:00,Pânico Jovem Pan,BR,1075754770,3290000.0,11276,CAIO COPPOLLA E DIGÃO - PÂNICO - 06/09/22,0,Entertainment,10011.0,
195,Gd0aJUb-WdQ,623398.0,93325.0,3436.0,UCrqpB7Kvh4qao8VtxwuJKkQ,2022-09-08 20:41:37+00:00,,2007-05-10 16:02:31+00:00,Flavia Calina,BR,3252957942,8110000.0,2189,PRIMEIRAS 24 HORAS DA BABY REBECCA - FLÁVIA CALINA,1,People & Blogs,1227.0,2022-09-10 00:00:00+00:00
196,yQMWglP72M0,265490.0,47388.0,295.0,UCQkUnTI-Zk44kw9q4cfPzwg,2022-08-28 23:24:01+00:00,SITUAÇÕES QUE TODOS NÓS ODIAMOS (parte 5) 😂,2012-05-27 17:12:00+00:00,Mateus Erd,BR,973697829,1960000.0,231,,0,People & Blogs,40.0,
197,ORkedjUs8Qk,265762.0,11157.0,808.0,UC2EWGw-KBjEReUbXMJEiaCA,2022-08-31 08:01:00+00:00,,2015-10-16 21:40:41+00:00,MasterChef Brasil,BR,3284896573,4680000.0,2436,MASTERCHEF BRASIL (30/08/2022) | PARTE 2 | EP 16 | TEMP 09,1,Entertainment,1057.0,2022-09-01 00:00:00+00:00
198,gvhFCyyR7kY,965288.0,158135.0,2285.0,UCP391YRAjSOdM_bwievgaZA,2022-08-26 18:06:29+00:00,JAIR BOLSONARO - PÂNICO - 26/08/22,2011-12-01 12:01:43+00:00,Jovem Pan News,BR,2325837384,5470000.0,88741,,0,News & Politics,9560.0,
199,FvaMuVz49jA,965835.0,47594.0,1936.0,UCEfGV5hx2VrXl4jOUnG0MRQ,2022-09-03 21:30:00+00:00,,2016-07-22 15:39:07+00:00,Geleia,BR,1989749718,5870000.0,1579,24 Horas Para Completar o ÁLBUM da COPA 2022 no Minecraft!,1,Gaming,1034.0,2022-09-05 00:00:00+00:00
200,vey5cHTLLdo,47000.0,6287.0,,UCWijW6tW0iI5ghsAbWDFtTg,2022-09-09 01:29:57+00:00,,2014-07-01 14:31:19+00:00,Rádio BandNews FM,BR,830668989,1690000.0,35763,Reinaldo: Maracanã manda Bolsonaro tomar aquela cerveja preta,0,News & Politics,155.0,
201,2wjFoFsqf9k,46994.0,6837.0,538.0,UCRN-6-DPNncVEyeRAOmNAKg,2022-09-01 16:00:01+00:00,,2015-01-10 23:18:08+00:00,Los Displicentes,AR,656730824,2020000.0,892,Vélez 0 Flamengo 4 | Reacciones de Amigos | Copa Libertadores 2022,1,Comedy,818.0,2022-09-02 00:00:00+00:00
202,zezh0iL1SGU,180814.0,28377.0,926.0,UCKaKxSsyesC2NqNh89Ss7gw,2022-08-28 22:42:44+00:00,venci o Akinator e agora ele quer sair no soco 😡,2019-08-29 18:52:03+00:00,T3ddy Games,BR,493737074,3590000.0,521,,0,Gaming,564.0,
203,D2r_H6Iv1P8,180777.0,27315.0,797.0,UCbtlMIfdRVxPXZ1nI8NBN2A,2022-08-29 22:00:15+00:00,TALK SHOW DO IGUINHO,2019-05-16 20:37:17+00:00,Coisa Nossa,BR,264705289,2080000.0,621,,1,Entertainment,815.0,2022-08-31 00:00:00+00:00
204,iWDdO1RWYGk,656823.0,245001.0,214301.0,UCVNouUw3d3l5JYVCxhAQXKA,2022-09-17 02:58:09+00:00,,2016-04-10 15:40:32+00:00,Bispo Bruno Leonardo,BR,2071135509,12500000.0,3617,ORAÇÃO DA MEIA-NOITE-17 DE SETEMBRO,0,,466.0,
205,deVm70yarNw,655806.0,118053.0,7884.0,UCIW4y9tEpVmx_iezUVA9blQ,2022-09-01 21:00:11+00:00,,2020-08-28 03:25:43.839075+00:00,João Gomes Cantor,,1053364999,3520000.0,45,EU TENHO A SENHA - João Gomes (DVD Acredite - Ao Vivo em Recife),1,Music,370.0,2022-09-03 00:00:00+00:00
206,jz4-gG-hkB0,483219.0,8932.0,972.0,UCv-Nx8pSfG_LxbViMz14RWQ,2022-09-04 23:59:12+00:00,,2015-11-23 13:13:54+00:00,Jovem Pan Esportes,BR,1826627640,3550000.0,14885,DEU TRETA! Deyverson ENCARA a torcida do São Paulo após GOL e REVOLTA rivais com lance da &quot;FOQUINHA&quot;,0,Sports,179.0,
207,AulXdDjZW4Q,483132.0,71825.0,593.0,UCPl_3zCQnCB4Iv79UD_i-5A,2022-09-04 23:54:34+00:00,,2015-10-30 17:19:25+00:00,BETO GAMER,BR,3380817983,9820000.0,3580,ENCONTRAMOS OS PORTAIS DO AZUL BABÃO NO MINECRAFT! (Rainbow Friends),1,Gaming,1904.0,2022-09-06 00:00:00+00:00
208,JkQw7Q6tHAI,271145.0,6084.0,221.0,UC1LEuiVdCGO04lGpo-Wh9tw,2022-09-01 01:24:54+00:00,,2008-03-26 19:14:02+00:00,Dirigindo De Verdade,US,73675719,311000.0,379,Velez Sarsfield 0 x 4 Flamengo | O 9 DO HEXA TA ON | Melhores Momentos | Libertadores 2022,0,,,
209,FQSA7ziQB0U,271126.0,20542.0,421.0,UCmhx7Q1WRB85e7bF-MHcehA,2022-08-25 22:45:00+00:00,Usei o NOVO MOB RARO para ROUBAR O ITEM MAIS IMPORTANTE desse SERVIDOR,2017-08-11 01:40:22+00:00,Ligonz,BR,55996603,679000.0,330,,1,Gaming,824.0,2022-08-27 00:00:00+00:00
210,pnoaYXSJQVQ,249800.0,22580.0,940.0,UCp8i4boXFm2UB3te86RxAZQ,2022-08-30 20:31:46+00:00,,2013-12-22 05:14:34+00:00,João Caetano,BR,2484606876,10100000.0,2306,Dei Uma Casa Nova Para A Minha Mãe ❤️,0,Entertainment,511.0,
211,QRw4E9IYsWQ,249768.0,30503.0,782.0,UC1H-sZk-cj-tDpfTCZ1f1YQ,2022-08-29 21:00:12+00:00,24H Na Casa Mais Barata e Mais Cara da Argentina,2016-12-05 02:51:48+00:00,Balian,BR,222170038,2410000.0,163,,1,People & Blogs,709.0,2022-08-31 00:00:00+00:00
212,FCfbrxhfdFE,234110.0,6053.0,854.0,UC9k-yiEpRHMNVOnOi_aQK8w,2022-08-29 19:24:20+00:00,Woman Does Ballet and Irish Folk Dance During Sobriety Test,2012-10-09 00:36:32+00:00,Inside Edition,US,19541866961,11000000.0,27365,,0,News & Politics,81.0,
213,JIhV2FBrJ5g,234175.0,40086.0,1518.0,UCX3zTAsEoZ61rQMYb_08Tow,2022-08-20 00:42:52+00:00,BASTIDORES: AMÉRICA-MG 2 X 2 SÃO PAULO FC | SPFCTV,2008-11-29 15:32:19+00:00,São Paulo FC,BR,255289139,1700000.0,4057,,1,Sports,707.0,2022-08-21 00:00:00+00:00
214,8i4z6b-3yeM,702386.0,37731.0,709.0,UCs-6sCz2LJm1PrWQN4ErsPw,2022-09-14 21:16:00+00:00,,2009-10-30 00:30:39+00:00,TNT Sports Brasil,BR,2413948093,9210000.0,10005,JUVE SAI NA FRENTE MAS DAVID NERES DECIDE E BENFICA VIRA NO SEGUNDO TEMPO! JUVENTUS 1 X 2 BENFICA,0,Sports,288.0,
215,O6zFq5nd0tU,701432.0,49002.0,4947.0,UCFctpiB_Hnlk3ejWfHqSm6Q,2022-08-21 15:54:07+00:00,Competitive Play Trailer | Pokémon Scarlet and Pokémon Violet,2005-09-16 19:34:05+00:00,The Official Pokémon YouTube channel,US,1582971440,4880000.0,1972,,1,Gaming,109.0,2022-08-23 00:00:00+00:00
216,VbIPhI_W2w0,353731.0,16137.0,1208.0,UCZtOF_W8L82GcENIOGpSPDg,2022-08-25 19:28:35+00:00,MOSTREI A CASA DE FESTA DE 1 ANO DO JOHN! *ME SURPREENDI MUITO* 😱🎉,2013-08-20 15:01:34+00:00,Jaqueline Sobrinho,BR,1464269697,6610000.0,688,,0,People & Blogs,590.0,
217,3Z1bW4wMWTQ,353588.0,33760.0,351.0,UCPl_3zCQnCB4Iv79UD_i-5A,2022-08-25 23:09:51+00:00,CORRIDA LUCKY BLOCK DO AZUL BABÃO NO MINECRAFT!! (Rainbow Friends),2015-10-30 17:19:25+00:00,BETO GAMER,BR,3367045045,9790000.0,3572,,1,Gaming,1439.0,2022-08-27 00:00:00+00:00
218,WP1rLcB4qT0,462323.0,65368.0,1525.0,UCrqpB7Kvh4qao8VtxwuJKkQ,2022-09-11 20:40:51+00:00,,2007-05-10 16:02:31+00:00,Flavia Calina,BR,3257267071,8120000.0,2191,É HORA DE LEVAR A REBECCA PRA CASA - FLÁVIA CALINA,0,People & Blogs,945.0,
219,pW35LqmVy_c,461860.0,19484.0,2642.0,UCv-Nx8pSfG_LxbViMz14RWQ,2022-08-21 21:39:53+00:00,"&quot;Cara, para o Palmeiras, esse EMPATE com o Flamengo foi...&quot; OLHA o que Vampeta FALOU após 1 a 1!",2015-11-23 13:13:54+00:00,Jovem Pan Esportes,BR,1783997495,3510000.0,14738,,1,Sports,1091.0,2022-08-23 00:00:00+00:00
220,Ry7Nwa8U74M,195625.0,28366.0,50.0,UCvQzqiZc4RXGODrIbSwMseQ,2022-09-08 22:14:16+00:00,,2014-04-03 16:02:05+00:00,Gustavo Paródias,BR,1748384524,10600000.0,530,ASH CAPTURANDO O PIKACHU  2 - POKÉMON #shorts,0,Comedy,34.0,
221,mJJQYUhv12s,195603.0,17685.0,360.0,UCjAJf4b3gNQLyo_ye6oOFuQ,2022-08-24 22:39:40+00:00,CREATIVE SQUAD 3: 100 DIAS PRA PROTEGER MINHA BANDEIRA!,2015-03-20 14:20:24+00:00,Caduxinn,BR,25544543,470000.0,260,,1,Gaming,630.0,2022-08-26 00:00:00+00:00
222,xmmtFR01Sx0,348357.0,14485.0,,UCw4YGFtvDgOL09KrFpqj6kg,2022-09-16 05:24:40+00:00,,2019-07-05 17:50:41+00:00,A Fazenda,BR,2280010923,3270000.0,12000,Treta! Deborah e Tiago discutem após comentário da atriz | A Fazenda 14,0,Entertainment,211.0,
223,g4bA-n3Iac0,348344.0,79943.0,1374.0,UCV306eHqgo0LvBf3Mh36AHg,2022-08-30 13:00:19+00:00,MELHORES CONVERSAS DA INTERNET,2006-05-16 06:56:06+00:00,Felipe Neto,BR,15575908787,44400000.0,3552,,1,Entertainment,1394.0,2022-08-31 00:00:00+00:00
224,r1DIyVekXxo,100798.0,4250.0,292.0,UCCnl0HqjHFj6akQZBW81whQ,2022-09-09 21:45:39+00:00,,2015-11-06 16:21:30+00:00,Painzeiro,BR,1878431143,9930000.0,834,50 COMIDAS DIFERENTES EM 24 HORAS!,0,People & Blogs,597.0,
225,OmnKqIBoYl0,100794.0,16171.0,566.0,UCflhYB5hOiPxdjoG4EtSUKA,2022-08-22 21:00:10+00:00,GALTIER pede SALAH no PSG l Dani Alves VAIADO l ARSENAL quer PEDRO NETO l DESPEDIDA do CASEMIRO,2016-09-04 23:06:42+00:00,Tode,BR,242199113,938000.0,2978,,1,Sports,632.0,2022-08-23 00:00:00+00:00
226,e2NBrMya3IM,196777.0,28225.0,1395.0,UCTeuEMYybdsJXTR7dOiGLYg,2022-08-26 01:27:47+00:00,GLOBO VIROU PALANQUE PRO LULA! BONNER NÃO FOI IRÔNICO COMO FOI COM BOLSONARO!,2017-10-27 19:11:45+00:00,Pilhado,BR,152434446,1490000.0,1596,,0,News & Politics,4169.0,
227,2FXjDu2JvDo,196797.0,5693.0,163.0,UC0otZdGYsA9KqVKAcn2peQA,2022-08-19 21:30:00+00:00,HALLOWEEN NA DISNEY COM FAMÍLIA BRANCOALA - Magic Kingdom Orlando,2008-07-04 09:40:53+00:00,Brancoala,BR,7969316123,10900000.0,1690,,1,Entertainment,1540.0,2022-08-21 00:00:00+00:00
228,a7Pc2TImOLY,161269.0,39504.0,728.0,UCUouM5ZRqZoFNzUvpDeYNGQ,2022-08-24 19:27:51+00:00,Quando você checa o Brawl Stars pela manhã...,2014-07-08 17:23:12+00:00,Lucas Clash ON,BR,808452777,3610000.0,1918,,0,Gaming,612.0,
229,lE64gTi7QOM,161254.0,10315.0,384.0,UCaGmdJSSiR7fkh2A-c6emsA,2022-09-11 10:43:52+00:00,,2021-03-15 23:04:03.861271+00:00,g1,BR,9315191,93800.0,1653,Coldplay faz show iluminado e com coro gigante nos hits em show do Rock In Rio | g1,1,News & Politics,164.0,2022-09-12 00:00:00+00:00
230,4eXTaWDWiS8,220790.0,48014.0,2085.0,UCCEa9iCV6pX3DhT0jEa78ZQ,2022-09-02 02:00:01+00:00,,2018-01-30 12:16:05+00:00,Educadora FM 90.9 de Jacarezinho-PR,BR,137331340,732000.0,1059,Programa Manhã de luz com Pe. Alex Nogueira – 02/09/2022,0,Entertainment,534.0,
231,s8ZngLimG4A,220829.0,11570.0,1237.0,UCv-Nx8pSfG_LxbViMz14RWQ,2022-09-02 02:53:57+00:00,,2015-11-23 13:13:54+00:00,Jovem Pan Esportes,BR,1817401968,3550000.0,14857,&quot;FOI VERGONHOSO! NÃO É POSSÍVEL que o São Paulo...&quot; SPFC é DETONADO após 3 a 1 do Atlético-GO!,1,Sports,909.0,2022-09-05 00:00:00+00:00
232,0-wPm99PF9U,3796389.0,116760.0,25529.0,UCuaFvcY4MhZY3U43mMt1dYQ,2022-09-09 23:42:33+00:00,,2008-11-18 20:34:44+00:00,Walt Disney Studios,US,1767488411,4150000.0,1336,The Little Mermaid - Official Teaser Trailer,0,Film & Animation,84.0,
233,k6jqx9kZgPM,10082132.0,1369510.0,398461.0,UCaO6TYtlC8U5ttz62hTrZgg,2022-08-26 04:00:11+00:00,TWICE &quot;Talk that Talk&quot; M/V,2008-01-25 07:45:44+00:00,JYP Entertainment,,17288878596,25400000.0,1507,,1,Music,175.0,2022-08-27 00:00:00+00:00
234,cy8sScvVxFE,362379.0,5885.0,2983.0,UCz8K1occVvDTYDfFo7N5EZw,2022-09-01 21:10:00+00:00,,2015-08-28 17:26:16+00:00,Law&Crime Network,US,1676889197,3730000.0,13720,14-Year-Old Girl Arrested After Allegedly Setting Fire to Georgia Walmart,0,Entertainment,79.0,
235,_Fx0R_y8C84,362560.0,70478.0,1028.0,UCV306eHqgo0LvBf3Mh36AHg,2022-09-16 13:00:19+00:00,,2006-05-16 06:56:06+00:00,Felipe Neto,BR,15653717122,44500000.0,3579,CELEBRIDADES QUE FIZERAM COISAS INACREDITÁVEIS!,1,Entertainment,1514.0,2022-09-17 00:00:00+00:00
236,OdhndO55viA,48356.0,1486.0,21.0,UCKEAKRy6hf1fjaqWQ1gOSrg,2022-09-07 01:28:40+00:00,,2016-03-30 15:28:56+00:00,Faustão na Band,BR,87286216,553000.0,1889,[AO VIVO] FAUSTÃO NA BAND - A HORA DA DECISÃO - 06/09/2022,0,Entertainment,5206.0,
237,fuqu_j4mMLc,48367.0,6297.0,129.0,UClhFyS7uI884HtPGyI31pRw,2022-09-01 22:00:12+00:00,,2019-05-01 15:58:18+00:00,Sonar Produtora,,166498360,447000.0,248,Mc Joãozinho VT - Espelho Espelho Meu - (DJ Boy e DJ GM),1,Music,170.0,2022-09-03 00:00:00+00:00
238,zamIJ4Qt4M8,150923.0,51954.0,1702.0,UCitie-To0pWGe5Qyk9SjWRA,2022-08-21 23:18:40+00:00,Desembargador corregedor reprova Moraes,2018-12-11 17:17:29+00:00,Alexandre Garcia,BR,216019114,2380000.0,1450,,0,News & Politics,914.0,
239,N3wvcr8s0DU,150925.0,6211.0,228.0,UCsli20tlTA9tW73P5gyBMzg,2022-09-15 23:45:00+00:00,,2015-08-22 00:31:16+00:00,Veyar,BR,53561599,252000.0,1565,"UPEI DO 1 AO 700 NO UPDATE 17.3 DO BLOX FRUITS COM AS NOVAS FRUTAS, ESTILOS DE LUTA E ETC! - ROBLOX",1,Gaming,1165.0,2022-09-17 00:00:00+00:00
240,UMHFBraZVZI,213593.0,47467.0,2046.0,UCCEa9iCV6pX3DhT0jEa78ZQ,2022-08-29 02:00:05+00:00,Programa Manhã de luz com Pe. Alex Nogueira – 29/08/2022,2018-01-30 12:16:05+00:00,Educadora FM 90.9 de Jacarezinho-PR,BR,136278279,729000.0,1055,,0,Entertainment,526.0,
241,xO-CeIHlEDY,213508.0,36481.0,1116.0,UCqrFwa5vueOTzGZ7NSlnvlQ,2022-09-16 22:05:08+00:00,,2016-12-26 01:22:01+00:00,PineappleStormTV,BR,4244177180,10200000.0,289,Vivência | POESIA ACÚSTICA #13 | Lançamento 20/09,1,Music,366.0,2022-09-18 00:00:00+00:00
242,mcCMurqmHnI,487335.0,39422.0,945.0,UC2bYhAHyaqfWlPXWBVk4BcA,2022-09-07 01:59:01+00:00,,2012-11-07 23:22:51+00:00,Enaldinho,BR,7621941647,21600000.0,2972,"ABRINDO R$ 1.000,00 DE FIGURINHAS DA COPA AO VIVO! - Enaldinho",0,Entertainment,11535.0,
243,rqpS5oqyMZc,487182.0,41916.0,836.0,UC6paX0kLA8D81aYogceMufw,2022-08-31 21:00:11+00:00,,2015-08-26 14:27:32+00:00,Rafa & Luiz,BR,6362218307,17300000.0,2229,"24 HORAS NA CASA DE 100 REAIS, 1.000 REAIS E 10 MILHÕES DE REAIS!",1,Entertainment,1437.0,2022-09-02 00:00:00+00:00
244,KtU1F6Nobcg,93956.0,5062.0,326.0,UCO9LPWL-UtupgPug7Ad6nSA,2022-09-10 21:00:07+00:00,,2017-10-05 20:46:55+00:00,Família Luluca,BR,371374876,2110000.0,282,GANHEI UNHAS e CABELOS GIGANTES na CORRIDA MALUCA (Hair Challenge) | Família Luluca,0,Entertainment,873.0,
245,x2jmig9yBlU,93980.0,10633.0,245.0,UCOPi8iWwV6BkL-boz69eJ5g,2022-09-11 13:00:28+00:00,,2017-12-21 13:51:48+00:00,HeyDavi,BR,569493326,4840000.0,198,CAÍMOS NA AREIA MOVEDIÇA E FICAMOS PRESOS NO ROBLOX!!,1,Gaming,963.0,2022-09-12 00:00:00+00:00
246,switTTcpu8s,277527.0,6760.0,0.0,UC_gV70G_Y51LTa3qhu8KiEA,2022-09-06 22:00:22+00:00,,2014-07-31 04:07:52+00:00,LUCCAS NETO - LUCCAS TOON,BR,20623869990,37900000.0,1867,EPISÓDIOS PREFERIDOS COM AVENTUREIROS AMARELOS (COMPILADO OS AVENTUREIROS),0,Entertainment,5715.0,
247,3EJgoFpU-GE,277269.0,17770.0,1891.0,UCg4y0neDAbTFqkcWQtBnWsA,2022-08-23 00:00:10+00:00,EXCLUSIVO: CRAQUE NETO QUESTIONA TITE SOBRE SELEÇÃO BRASILEIRA NA COPA DO MUNDO,2015-05-08 21:34:00+00:00,Craque Neto 10,BR,38169815,396000.0,1999,,1,Sports,365.0,2022-08-24 00:00:00+00:00
248,OJeu8-DktF0,363880.0,29844.0,3605.0,UCzjtGnD7qqeaHW3nvDVrjQA,2022-09-06 00:50:45+00:00,,2015-05-08 19:18:51+00:00,Os Pingos nos Is,BR,2702453761,5000000.0,10173,Moraes interfere de novo e veta propagandas da Black Friday brasileira,0,News & Politics,98.0,
249,K9d5Tfdevt8,363990.0,59205.0,95689.0,UCpOdPfjjxpEAzATZJQX4_Hg,2022-09-08 21:00:13+00:00,,2020-03-23 23:50:19.264992+00:00,Real Kayblack,,213787253,685000.0,20,Kayblack - Maturidade (Prod. Wall Hein),1,Music,146.0,2022-09-10 00:00:00+00:00
250,aWPGJdO2L7k,135363.0,15555.0,516.0,UCk8XGxi7fsTqQQRVq9LSraw,2022-08-22 20:00:01+00:00,"De Olho na Luta, por Vitor Miranda: Kamaru Usman x Leon Edwards 2",2012-12-05 18:00:57+00:00,UFC Brasil,BR,516419690,1550000.0,7080,,0,Sports,448.0,
251,CGsX92bN6t8,135378.0,6270.0,111.0,UCiQ7Ll2Gsb5eQhgQQhZ2lGQ,2022-09-06 21:58:28+00:00,,2016-07-21 16:43:04+00:00,MFM - TNT Sports,,173739286,547000.0,3067,"BENFICA  FAZ GOLAÇO, JOGA BEM E CONSEGUE VITÓRIA NA CHAMPIONS LEAGUE! BENFICA 2 X 0 MACCABI",1,Sports,346.0,2022-09-07 00:00:00+00:00
252,EcRNVJFdqWg,362753.0,20638.0,112.0,UCv-Nx8pSfG_LxbViMz14RWQ,2022-09-15 04:04:47+00:00,,2015-11-23 13:13:54+00:00,Jovem Pan Esportes,BR,1854893184,3580000.0,14985,MENGÃO NA FINAL! Flamengo VENCE o São Paulo DE NOVO e vai à DECISÃO da Copa do Brasil! | CANELADA,0,Sports,5210.0,
253,sllfKTGARPU,362320.0,37419.0,1482.0,UCIW4y9tEpVmx_iezUVA9blQ,2022-09-15 21:00:09+00:00,,2020-08-28 03:25:43.839075+00:00,João Gomes Cantor,,1085858643,3590000.0,49,NÃO ACEITO MAIS - João Gomes (DVD Acredite - Ao Vivo em Recife),1,Music,175.0,2022-09-17 00:00:00+00:00
254,59E091vqoZU,730061.0,259495.0,222567.0,UCVNouUw3d3l5JYVCxhAQXKA,2022-09-16 02:58:10+00:00,,2016-04-10 15:40:32+00:00,Bispo Bruno Leonardo,BR,2065718863,12500000.0,3613,ORAÇÃO DA MEIA-NOITE-16 DE SETEMBRO,0,,451.0,
255,QYc4bSwOQ38,731769.0,26224.0,2677.0,UCgCKagVhzGnZcuP9bSMgMCg,2022-08-20 21:33:45+00:00,ATLÉTICO-MG 0 X 1 GOIÁS | MELHORES MOMENTOS | 23ª RODADA BRASILEIRÃO 2022 | ge.globo,2020-08-04 19:53:16.054503+00:00,ge,BR,1181328694,2690000.0,5803,,1,Sports,193.0,2022-08-22 00:00:00+00:00
256,XZH2jqZm5Ao,66439.0,840.0,17.0,UCklk9VakE_wxdFvr_AdEhhQ,2022-09-13 20:00:09+00:00,,2016-11-04 19:38:50+00:00,Maiores do Mundo,BR,853273518,3140000.0,1190,QUANDO O PUMA ATACA O TEXUGO AMERICANO,0,Entertainment,126.0,
